Address,Lat,Long,PermitNo,Description,Link,Issued
"Unit 1, 640 Elizabeth Street MELBOURNE VIC 3000",-37.8034381,144.9586593,TP-2013-734,Reduction to car parking requirement and display of business identification signage in association with a medical centre (remedial body massage),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=200981,Unsure
6 Belmont Road KENSINGTON VIC 3031,-37.793089,144.923536,TP-2013-735,Partial demolition and construction of additions to a dwelling in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=200995,Unsure
"Unit 31, 51 Spring Street MELBOURNE VIC 3000",-37.813977,144.973846,TP-2013-497,Construction of buildings and works to an existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76893,Unsure
12-18 Cook Street FISHERMANS BEND VIC 3207,-37.8289097,144.9183509,TP-2013-498,"Construction of five warehouse buildings with ancillary office space, reduction in the car parking requirements and creating access to a Road Zone Category 1",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=144937,Unsure
324-328 Little Lonsdale Street MELBOURNE VIC 3000,-37.811674,144.95994,TPS-2013-9,Change a window into a door in the sub-basement,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=144938,Unsure
58 Collett Street KENSINGTON VIC 3031,-37.791916,144.932898,TP-2013-499,Partial demolition to existing dwelling and construction of alterations and additions including additional first-storey to dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=144939,Unsure
248-250 City Road SOUTHBANK VIC 3006,-37.8259688,144.9599546,TP-2009-724/A,"The development of a multi-level building for the purpose of multiple dwellings and use for ground floor shops, residential display suite, a reduction of the car parking requirement and alterations to access to a road in a Road Zone, Category 1.",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76872,Unsure
446-448 Dryburgh Street NORTH MELBOURNE VIC 3051,-37.794545,144.9454,TP-2013-489,Construction of shed to rear of existing basketball court,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76780,Unsure
27 Pridham Street KENSINGTON VIC 3031,-37.789572,144.931207,TP-2013-490,Construction of alterations and additions to existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76782,Unsure
Pacific National Melbourne Freight Terminal 71-385 Dynon Road WEST MELBOURNE VIC 3003,-37.8018531,144.9171587,TP-2012-185/A,"Replacement and installation of cranes, installation of new rail tracks and associated civil and building infrastructures",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76614,Unsure
17-65 Collins Street MELBOURNE VIC 3000,-37.8140079,144.9718431,TPS-2013-10,Installation of hot water systems and extension of the toilet exhaust,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76617,Unsure
20 Hope Street SOUTH YARRA VIC 3141,-37.836796,144.97938,TP-2013-492,2 lot subdivision in accordance with PS718240C,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=76624,Unsure
18-38 Siddeley Street DOCKLANDS VIC 3008,-37.8222685,144.9534523,TP-2013-296,Partial demolition at ground floor level and to construct and carry out works.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195338,Unsure
135-141 Domain Road SOUTH YARRA VIC 3141,-37.8339705,144.9810019,TP-2013-297,Subdivision in accordance with PS705080V,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195345,Unsure
35-47 Spring Street MELBOURNE VIC 3000,-37.814198,144.973948,TP-2013-298,Subdivsion in accordance with PS714706C,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195346,Unsure
"Part Building 863,  Lenton Parr Library 204-234 St Kilda Road SOUTHBANK VIC 3006",-37.824227,144.9701,TP-2013-283,A restaurant caf̩ liquor licence pursuant to Clause 52.27,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195269,Unsure
135-137 Swanston Street MELBOURNE VIC 3000,-37.814494,144.965774,TP-2013-284,Construction of buildings and works (external steel spiral stair and the relocation of an existing external wall),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195270,Unsure
11-15 Waratah Place MELBOURNE VIC 3000,-37.811503,144.966931,TP-2013-285,"Partial demolition, removal of paint, shop front alterations and construction and display of business identification signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195271,Unsure
25 Erskine Street NORTH MELBOURNE VIC 3051,-37.795146,144.944093,TP-2013-286,Buildings and works to demolish the existing fence and construction of a new fence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195272,Unsure
70 Carlton Street CARLTON VIC 3053,-37.800685,144.971717,TP-2013-287,Partial demolition and construction of an extension to the rear of an existing dwelling including a roller door to the northern boundary,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195274,Unsure
199 Peel Street NORTH MELBOURNE VIC 3051,-37.802948,144.956153,TP-2013-288,To demolish the existing buildings and construct seven two-storey townhouses.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195275,Unsure
429B Elizabeth Street MELBOURNE VIC 3000,-37.808924,144.960386,TP-2013-289,"Alterations to the existing shopfront, including display of signage and construction of a retractable awning",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=195276,Unsure
"Unit 1M, Level 1 41 Batman Street WEST MELBOURNE VIC 3003",-37.8107689,144.9516482,TP-2012-653,Change of use of the existing mezzanine office space into a two bedroom residential unit,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184888,Unsure
477-479 St Kilda Road MELBOURNE VIC 3004,-37.841881,144.978556,TP-2012-654,Buildings and works to existing building,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184889,Unsure
116 Errol Street NORTH MELBOURNE VIC 3051,-37.802275,144.950204,TP-2012-655,Display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184897,Unsure
301 Elizabeth Street MELBOURNE VIC 3000,-37.811611,144.961627,TP-2012-656,Partial demolition of existing shopfront and first floor facade and construction of alterations and additions to shopfront and first floor facade,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184899,Yes
135-137 Roden Street WEST MELBOURNE VIC 3003,-37.808343,144.947621,TP-2012-657,Construction of a 5 storey building containing 41 dwellings with a partial waiver of the car parking requirement,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184931,No
176-180 Collins Street MELBOURNE VIC 3000,-37.814921,144.967586,TP-2012-658,Use of the land for industry (dental laboratory),http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184932,No
307-311 Elizabeth Street MELBOURNE VIC 3000,-37.8114792,144.9615653,TP-2012-659,"Ground floor alterations and construction and display of business identification signage, promotional signage, an internally illuminated sign and an animated sign",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184934,Yes
62-68 Powlett Street EAST MELBOURNE VIC 3002,-37.814591,144.985899,TP-2012-660,"Demolition of an existing front fence, construction of a new front fence and a rear deck to an existing dwelling",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184935,No
72 Stubbs Street KENSINGTON VIC 3031,-37.791422,144.935302,TP-2012-651,"Use of the site for food production and convenience restaurant, construction of an exhaust flue and a partial waiver of the car parking requirement",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184841,Yes
19-35 Flemington Road NORTH MELBOURNE VIC 3051,-37.800685,144.955188,TPM-2012-37,"Demolition of the existing building, use of site for shops and public car park and construction of a new building",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=184848,Yes
Suncorp 433-455 Collins Street MELBOURNE VIC 3000,-37.8176819,144.9592796,TP-2014-833,Buildings and works associated with a temporary display home / marketing suite use,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220909,No
Spencer Outlet Centre 163-261 Spencer Street DOCKLANDS VIC 3008,-37.81484,144.951578,TP-2014-834,Proposed application for a restaurant and cafe licence,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220913,No
489-499 Elizabeth Street MELBOURNE VIC 3000,-37.807503,144.959633,TP-2014-835,Construction and display of business identification signs,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220916,Yes
49-59 Southbank Boulevard SOUTHBANK VIC 3006,-37.822639,144.964859,TP-2014-836,Proposal to erect and display a realestate sign promoting the sale of apartments,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220921,Yes
79 Market Street KENSINGTON VIC 3031,-37.791046,144.925654,TP-2014-837,Partial demolition and alterations to facade,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220924,Yes
Flinders Street Railway Station 207-361 Flinders Street MELBOURNE VIC 3000,-37.8182711,144.9670618,TP-2014-823,Proposed business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220832,Yes
54 Station Street CARLTON VIC 3053,-37.796334,144.974455,TP-2014-824,Part demolition of existing dwelling and construction of an addition,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220833,Yes
72 Hawke Street WEST MELBOURNE VIC 3003,-37.808004,144.945578,TP-2014-825,Proposed painting of property,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220837,No
184-186 Bourke Street MELBOURNE VIC 3000,-37.8126852,144.9676949,TP-2014-826,"Partial demolition of the existing shop front, buildings and works for the construction of a new shop front and display of business identification signage",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220840,Yes
403 St Kilda Road MELBOURNE VIC 3004,-37.835871,144.975942,TP-2014-827,Partial demolition of the existing 3 storey building and the construction of a 6 storey building (for nine dwellings) and a partial waiver of the car parking requirements of Clause 52.06.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=220841,No
107 Barkly Street CARLTON VIC 3053,-37.800085,144.971805,TP-2012-913,Construction of a deck in a Heritage Overlay,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188604,Yes
45 Little Baillie Street NORTH MELBOURNE VIC 3051,-37.8009983,144.9474897,TP-2012-112/A,Construction of a 3 storey dwelling.,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188626,No
2 McCabe Place NORTH MELBOURNE VIC 3051,-37.7902369,144.9418578,TP-2012-914,Alterations and additions to the existing dwelling including partial demolition,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188627,Yes
138 Bellair Street KENSINGTON VIC 3031,-37.792689,144.929629,TP-2011-1057/A,Amendment to planning permit TP-2011-1057 to carry out partial demolition and construction of alterations and a double storey extension to the rear of the existing dwelling,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188628,Yes
Oxford Scholar Hotel 427 Swanston Street MELBOURNE VIC 3000,-37.808459,144.962928,TP-2012-915,Works and additions to the ground floor facade,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188632,Yes
360-374 Bourke Street MELBOURNE VIC 3000,-37.814098,144.96249,TP-2012-916,Erection of business identification signage and promotion signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188634,No
35-47 William Street MELBOURNE VIC 3000,-37.818595,144.95888,TP-2012-918,Construction and display of a business identification sign,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188635,Yes
16 Carlton Street CARLTON VIC 3053,-37.800959,144.973648,TP-2012-901,"Partial demolition, alterations and additions to an existing dwelling",http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188520,Yes
351-357 Collins Street MELBOURNE VIC 3000,-37.8173248,144.9628834,TP-2012-902,Construction and display of business identification signage,http://www.melbourne.vic.gov.au/BuildingandPlanning/Planning/Pages/Planningregisteronlinesearchresults.aspx?appid=188531,Yes
